bfs_nr,commune_ofs,canton,join_key,premium_region,log_pop_density,pop_density_2024,is_urban,pct_hh_1p,pct_hh_2p,pct_hh_3p,pct_hh_4p,pct_hh_5p_plus,pct_large_hh,pct_small_hh,social_assistance_rate,social_assistance_count,avg_premium_2025,avg_premium_2026,median_premium_2026,std_premium_2026,p10_premium_2026,p90_premium_2026,iqr_premium_2026,n_insurers_2026,premium_increase_pct,n_insurers_change,sa_estimated,sa_count_est
612,Konolfingen,BE,BE_H2,2,6.064947323867785,429.5,0.0,36.4,38.6,10.0,10.4,4.5,14.9,75.0,2.4,131.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
613,Landiswil,BE,BE_H2,2,4.122283930911342,60.7,0.0,28.7,42.9,10.4,10.1,7.8,17.9,71.6,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
614,Linden,BE,BE_H2,2,4.578826210648489,96.4,0.0,33.0,39.2,8.2,10.5,9.1,19.6,72.2,0.8,10.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
615,Mirchel,BE,BE_H2,2,5.483551344789026,239.7,0.0,30.2,39.2,12.2,13.1,5.3,18.4,69.4,2.0,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
616,Münsingen,BE,BE_H2,2,6.719616836866618,827.5,0.0,36.0,36.6,10.7,12.0,4.7,16.7,72.6,2.3,306.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
617,Niederhünigen,BE,BE_H2,2,4.882801922586371,131.0,0.0,30.8,41.2,8.8,14.2,5.0,19.2,72.0,1.7,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
619,Oberdiessbach,BE,BE_H2,2,5.4258306868469965,226.2,0.0,31.5,40.2,11.3,11.7,5.3,17.0,71.7,2.9,104.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
620,Oberthal,BE,BE_H2,2,4.219507705176107,67.0,0.0,33.8,39.7,9.7,12.8,4.1,16.9,73.5,0.9,7.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
622,Oppligen,BE,BE_H2,2,5.273512247629066,194.1,0.0,36.1,37.1,11.9,7.0,7.9,14.9,73.2,1.8,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
623,Rubigen,BE,BE_H2,2,6.038348133006832,418.2,0.0,32.3,40.2,12.0,12.4,3.1,15.5,72.5,1.1,32.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
626,Walkringen,BE,BE_H2,2,4.675628649636653,106.3,0.0,32.3,38.8,9.8,13.8,5.3,19.1,71.1,3.3,60.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
627,Worb,BE,BE_H2,2,6.311734809152915,550.0,0.0,38.2,35.0,11.2,10.6,4.9,15.5,73.2,4.8,553.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
628,Zäziwil,BE,BE_H2,2,5.734311679691024,308.3,0.0,35.5,37.9,9.3,13.0,4.3,17.3,73.4,2.7,44.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
629,Oberhünigen,BE,BE_H2,2,4.030694535145645,55.3,0.0,22.1,42.7,11.5,12.2,11.5,23.7,64.80000000000001,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
630,Allmendingen,BE,BE_H2,2,4.9459189793765646,139.6,0.0,29.4,44.1,14.3,7.8,4.5,12.3,73.5,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
632,Wichtrach,BE,BE_H2,2,5.955837369464831,385.0,0.0,33.0,37.0,11.1,14.6,4.3,18.9,70.0,2.0,91.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
662,Ferenbalm,BE,BE_H2,2,4.92870191133357,137.2,0.0,29.5,42.3,11.8,10.4,6.0,16.4,71.8,2.3,28.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
663,Frauenkappelen,BE,BE_H2,2,5.0701612734102826,158.2,0.0,33.3,37.7,13.8,11.1,4.1,15.2,71.0,2.2,32.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
665,Gurbrü,BE,BE_H2,2,4.90453376321371,133.9,0.0,33.3,38.6,11.4,14.0,2.6,16.6,71.9,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
666,Kriechenwil,BE,BE_H2,2,4.528289141652134,91.6,0.0,41.3,35.0,8.3,8.3,7.3,15.600000000000001,76.3,1.4,6.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
667,Laupen,BE,BE_H2,2,6.677712985976771,793.5,0.0,41.1,35.2,9.6,10.3,3.8,14.100000000000001,76.30000000000001,2.9,97.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
668,Mühleberg,BE,BE_H2,2,4.778282803696737,117.9,0.0,33.1,41.1,10.3,10.9,4.6,15.5,74.2,1.2,37.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
669,Münchenwiler,BE,BE_H2,2,5.472690753492817,237.1,0.0,23.7,37.9,15.8,17.1,5.4,22.5,61.599999999999994,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
670,Neuenegg,BE,BE_H2,2,5.574053367981417,262.5,0.0,32.5,36.7,12.8,13.2,4.8,18.0,69.2,2.3,134.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
671,Wileroltigen,BE,BE_H2,2,4.528289141652134,91.6,0.0,23.6,39.5,19.7,12.1,5.1,17.2,63.1,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
681,Belprahon,BE,BE_H2,2,4.257030144499196,69.6,0.0,26.2,50.8,11.1,11.1,0.8,11.9,77.0,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
683,Champoz,BE,BE_H2,2,3.086486636822455,20.9,0.0,30.2,33.3,17.5,9.5,9.5,19.0,63.5,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
687,Corcelles (BE),BE,BE_H2,2,3.3463891451671604,27.4,0.0,40.9,37.6,10.8,6.5,4.3,10.8,78.5,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
690,Court,BE,BE_H2,2,4.037774210733707,55.7,0.0,32.6,35.8,11.0,13.9,6.8,20.7,68.4,1.4,20.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
691,Crémines,BE,BE_H2,2,4.053522567701846,56.6,0.0,38.9,34.4,8.2,11.5,7.0,18.5,73.3,2.4,13.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
692,Eschert,BE,BE_H2,2,4.091005660956586,58.8,0.0,30.4,38.6,13.5,11.7,5.8,17.5,69.0,3.2,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
694,Grandval,BE,BE_H2,2,3.8543938925915096,46.2,0.0,38.4,36.7,9.0,9.6,6.2,15.8,75.1,2.5,10.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
696,Loveresse,BE,BE_H2,2,4.3476939555933765,76.3,0.0,33.8,39.5,5.7,10.2,10.8,21.0,73.3,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
701,Perrefitte,BE,BE_H2,2,4.04305126783455,56.0,0.0,38.5,32.6,9.6,13.3,6.0,19.3,71.1,2.5,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
703,Reconvilier,BE,BE_H2,2,5.7196558238124915,303.8,0.0,40.7,30.4,12.4,10.8,5.8,16.6,71.1,6.7,165.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
704,Roches (BE),BE,BE_H2,2,3.095577608523707,21.1,0.0,40.4,30.9,17.0,9.6,2.1,11.7,71.3,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
706,Saicourt,BE,BE_H2,2,3.86702563949741,46.8,0.0,35.1,33.2,11.9,11.6,8.2,19.799999999999997,68.30000000000001,5.2,32.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
707,Saules (BE),BE,BE_H2,2,3.572345637857985,34.6,0.0,31.7,39.7,11.1,7.9,9.5,17.4,71.4,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
708,Schelten,BE,BE_H2,2,1.9315214116032138,5.9,0.0,40.0,33.3,6.7,6.7,13.3,20.0,73.3,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
709,Seehof,BE,BE_H2,2,2.1972245773362196,8.0,0.0,28.0,24.0,28.0,8.0,12.0,20.0,52.0,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
711,Sorvilier,BE,BE_H2,2,3.7954891891721947,43.5,0.0,40.9,30.7,8.8,16.1,3.6,19.700000000000003,71.6,2.3,7.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
713,Tavannes,BE,BE_H2,2,5.473530384104697,237.3,0.0,42.7,28.3,12.5,11.2,5.2,16.4,71.0,10.8,373.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
715,Rebévelier,BE,BE_H2,2,2.302585092994046,9.0,0.0,38.5,30.8,0.0,15.4,15.4,30.8,69.3,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
716,Petit-Val,BE,BE_H2,2,3.0587070727153796,20.3,0.0,35.7,31.0,12.5,10.7,10.1,20.799999999999997,66.7,2.2,11.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
717,Valbirse,BE,BE_H2,2,5.364573162325102,212.7,0.0,38.6,33.5,12.9,10.5,4.4,14.9,72.1,4.8,191.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
723,La Neuveville,BE,BE_H2,2,6.331679770008029,561.1,0.0,40.9,31.5,13.1,10.7,3.8,14.5,72.4,3.5,132.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
724,Nods,BE,BE_H2,2,3.3978584803966405,28.9,0.0,31.5,33.0,14.2,14.2,7.1,21.299999999999997,64.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
726,Plateau de Diesse,BE,BE_H2,2,4.447346100794524,84.4,0.0,40.8,30.7,11.8,11.9,4.9,16.8,71.5,2.9,63.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
731,Aegerten,BE,BE_H2,2,7.043945633432402,1144.9,1.0,36.3,34.2,12.4,11.1,5.9,17.0,70.5,2.0,49.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
732,Bellmund,BE,BE_H2,2,6.163104255555076,473.9,0.0,23.7,38.3,15.0,17.4,5.6,23.0,62.0,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
733,Brügg,BE,BE_H2,2,6.836259277277067,930.0,0.0,39.8,31.9,12.1,10.8,5.4,16.200000000000003,71.69999999999999,8.5,385.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
734,Bühl,BE,BE_H2,2,5.095588999976419,162.3,0.0,31.4,43.2,11.4,12.2,1.7,13.899999999999999,74.6,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
735,Epsach,BE,BE_H2,2,4.684905154006945,107.3,0.0,20.7,46.0,14.7,11.3,7.3,18.6,66.7,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
736,Hagneck,BE,BE_H2,2,5.472270673671475,237.0,0.0,22.1,45.3,12.2,16.0,4.4,20.4,67.4,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
737,Hermrigen,BE,BE_H2,2,4.533674184283021,92.1,0.0,34.7,36.8,11.8,12.5,4.2,16.7,71.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
738,Jens,BE,BE_H2,2,4.977423159890142,144.1,0.0,23.1,44.4,12.6,13.4,6.5,19.9,67.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
739,Ipsach,BE,BE_H2,2,7.619380680787855,2036.3,1.0,34.9,37.8,12.0,12.0,3.3,15.3,72.69999999999999,2.8,107.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
740,Ligerz,BE,BE_H2,2,5.684599655239428,293.3,0.0,38.2,37.5,12.0,9.3,3.1,12.4,75.7,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
741,Merzligen,BE,BE_H2,2,5.171619713502079,175.2,0.0,28.7,43.6,14.9,7.7,5.0,12.7,72.3,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
742,Mörigen,BE,BE_H2,2,6.013470627370596,407.9,0.0,26.1,45.4,13.5,10.9,4.1,15.0,71.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
743,Nidau,BE,BE_H2,2,8.442706686089412,4640.1,1.0,46.6,29.3,9.9,9.3,4.9,14.200000000000001,75.9,8.7,614.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
744,Orpund,BE,BE_H2,2,6.7459419828195335,849.6,0.0,33.9,34.9,14.4,11.2,5.6,16.799999999999997,68.8,5.6,185.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
745,Port,BE,BE_H2,2,7.370230641807081,1587.0,1.0,33.3,37.9,10.6,13.8,4.3,18.1,71.19999999999999,1.4,54.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
746,Safnern,BE,BE_H2,2,5.905361848054571,366.0,0.0,31.2,37.1,12.4,15.3,4.0,19.3,68.3,2.2,45.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
747,Scheuren,BE,BE_H2,2,5.539693686123306,253.6,0.0,30.8,33.5,12.9,17.0,5.8,22.8,64.3,1.1,6.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
748,Schwadernau,BE,BE_H2,2,5.119788607992779,166.3,0.0,29.0,40.7,12.5,10.8,7.1,17.9,69.7,1.8,12.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
749,Studen (BE),BE,BE_H2,2,7.167500732740895,1295.6,1.0,33.2,34.8,12.4,13.0,6.5,19.5,68.0,4.5,159.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
750,Sutz-Lattrigen,BE,BE_H2,2,5.972791281842361,391.6,0.0,28.5,40.1,12.5,13.6,5.4,19.0,68.6,2.7,38.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
751,Täuffelen,BE,BE_H2,2,6.5537909437363755,700.9,0.0,34.4,39.8,10.4,12.2,3.2,15.399999999999999,74.19999999999999,1.3,38.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
754,Walperswil,BE,BE_H2,2,5.017941869278694,150.1,0.0,26.1,41.4,11.6,15.5,5.5,21.0,67.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
755,Worben,BE,BE_H2,2,6.854881789375069,947.5,0.0,34.2,35.5,12.9,13.2,4.2,17.4,69.7,1.8,45.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
756,Twann-Tüscherz,BE,BE_H2,2,4.560172820057356,94.6,0.0,38.0,38.4,10.5,9.6,3.5,13.1,76.4,1.6,19.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
761,Därstetten,BE,BE_H3,3,3.3105430133940246,26.4,0.0,33.3,38.3,11.8,9.2,7.3,16.5,71.6,0.7,6.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
762,Diemtigen,BE,BE_H3,3,2.928523523860541,17.7,0.0,36.9,34.6,10.4,13.1,4.9,18.0,71.5,0.9,20.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
763,Erlenbach im Simmental,BE,BE_H3,3,3.8753590210565547,47.2,0.0,41.5,34.7,8.1,10.5,5.2,15.7,76.2,1.5,27.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
766,Oberwil im Simmental,BE,BE_H3,3,2.9601050959108397,18.3,0.0,32.3,39.4,10.3,10.1,7.9,18.0,71.69999999999999,1.4,12.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
767,Reutigen,BE,BE_H2,2,4.627909672957581,101.3,0.0,32.9,37.8,11.1,12.7,5.5,18.2,70.69999999999999,1.1,15.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
768,Spiez,BE,BE_H3,3,6.684486719854776,798.9,0.0,37.9,37.3,10.9,10.2,3.8,14.0,75.19999999999999,2.1,275.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
769,Wimmis,BE,BE_H3,3,4.8154311114712876,122.4,0.0,32.9,34.7,13.1,13.1,6.2,19.3,67.6,2.8,75.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
770,Stocken-Höfen,BE,BE_H3,3,4.28496492183075,71.6,0.0,34.4,36.3,10.9,12.3,6.1,18.4,70.69999999999999,0.9,9.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
782,Guttannen,BE,BE_H3,3,0.7884573603642702,1.2,0.0,38.1,38.1,10.2,10.2,3.4,13.6,76.2,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
783,Hasliberg,BE,BE_H3,3,3.332204510175204,27.0,0.0,38.8,36.8,7.2,10.7,6.4,17.1,75.6,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
784,Innertkirchen,BE,BE_H3,3,1.7227665977411035,4.6,0.0,38.0,36.8,11.3,9.0,4.9,13.9,74.8,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
785,Meiringen,BE,BE_H3,3,4.783316371371566,118.5,0.0,38.7,34.6,11.6,11.3,3.9,15.200000000000001,73.30000000000001,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
786,Schattenhalb,BE,BE_H3,3,2.975529566236472,18.6,0.0,40.1,35.6,9.2,10.9,4.2,15.100000000000001,75.7,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
791,Boltigen,BE,BE_H3,3,2.8622008809294686,16.5,0.0,34.4,38.6,10.3,9.7,7.0,16.7,73.0,1.4,17.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
792,Lenk,BE,BE_H3,3,2.990719731730447,18.9,0.0,36.8,37.0,11.0,9.9,5.2,15.100000000000001,73.8,0.4,10.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
793,St. Stephan,BE,BE_H3,3,3.126760535960395,21.8,0.0,37.1,32.4,13.4,9.7,7.5,17.2,69.5,1.0,14.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
794,Zweisimmen,BE,BE_H3,3,3.758871825933971,41.9,0.0,37.4,37.4,10.0,10.5,4.7,15.2,74.8,0.6,20.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
841,Gsteig,BE,BE_H3,3,2.8622008809294686,16.5,0.0,40.4,35.8,9.5,9.9,4.4,14.3,76.19999999999999,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
842,Lauenen,BE,BE_H3,3,2.760009940032921,14.8,0.0,30.9,34.0,12.3,12.8,10.0,22.8,64.9,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
843,Saanen,BE,BE_H3,3,4.072439726834051,57.7,0.0,44.0,30.1,11.4,10.0,4.5,14.5,74.1,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
852,Guggisberg,BE,BE_H2,2,3.339321977944068,27.2,0.0,34.9,37.3,10.1,10.4,7.2,17.6,72.19999999999999,2.0,30.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
853,Rüschegg,BE,BE_H2,2,3.4436180975461075,30.3,0.0,36.4,40.2,9.6,9.5,4.3,13.8,76.6,1.8,31.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
855,Schwarzenburg,BE,BE_H2,2,5.028475212224587,151.7,0.0,35.7,38.4,10.7,11.2,4.1,15.299999999999999,74.1,2.3,153.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
861,Belp,BE,BE_H2,2,6.224162311227003,503.8,0.0,36.3,35.7,11.6,11.5,4.9,16.4,72.0,3.4,402.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
863,Burgistein,BE,BE_H2,2,4.962844630259907,142.0,0.0,32.0,40.8,9.9,12.0,5.4,17.4,72.8,1.6,18.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
866,Gerzensee,BE,BE_H2,2,5.121580188047982,166.6,0.0,31.7,38.8,10.6,14.3,4.7,19.0,70.5,1.0,13.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
867,Gurzelen,BE,BE_H2,2,5.271973391208435,193.8,0.0,32.2,34.6,10.5,15.7,7.0,22.7,66.80000000000001,0.8,7.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
868,Jaberg,BE,BE_H2,2,5.454466049037968,232.8,0.0,26.0,39.4,11.8,15.7,7.1,22.799999999999997,65.4,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
869,Kaufdorf,BE,BE_H2,2,6.283200889887803,534.5,0.0,26.0,37.6,13.1,15.8,7.6,23.4,63.6,2.3,25.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
870,Kehrsatz,BE,BE_H2,2,6.959208560571053,1051.8,1.0,31.0,35.6,13.2,12.9,7.3,20.2,66.6,9.0,410.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
872,Kirchdorf (BE),BE,BE_H2,2,4.8496837630384935,126.7,0.0,31.4,40.3,11.5,11.9,4.9,16.8,71.69999999999999,1.1,21.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
877,Niedermuhlern,BE,BE_H2,2,4.28771595520264,71.8,0.0,28.4,45.3,9.5,12.5,4.3,16.8,73.69999999999999,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
879,Riggisberg,BE,BE_H2,2,4.535820107853298,92.3,0.0,32.6,39.2,11.7,11.7,4.9,16.6,71.80000000000001,1.2,36.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
880,Rüeggisberg,BE,BE_H2,2,3.906004933102583,48.7,0.0,36.2,39.4,9.7,10.9,3.9,14.8,75.6,1.2,22.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
883,Seftigen,BE,BE_H2,2,6.334167333479831,562.5,0.0,33.6,40.1,11.0,11.2,4.1,15.299999999999999,73.7,4.9,108.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
884,Toffen,BE,BE_H2,2,6.303168275401672,545.3,0.0,32.6,38.7,12.1,12.5,4.2,16.7,71.30000000000001,2.6,67.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
885,Uttigen,BE,BE_H2,2,6.349313801274483,571.1,0.0,30.6,38.6,12.1,13.6,5.3,18.9,69.2,1.8,39.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
886,Wattenwil,BE,BE_H2,2,5.407620101438487,222.1,0.0,32.6,35.6,13.5,12.8,5.4,18.200000000000003,68.2,2.2,69.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
888,Wald (BE),BE,BE_H2,2,4.511957804265912,90.1,0.0,32.6,37.1,11.6,14.6,4.1,18.7,69.7,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
889,Thurnen,BE,BE_H2,2,5.849900982786195,346.2,0.0,28.9,40.5,11.3,13.8,5.5,19.3,69.4,1.8,37.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
901,Eggiwil,BE,BE_H3,3,3.728100167267218,40.6,0.0,30.3,37.5,10.9,12.0,9.3,21.3,67.8,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
902,Langnau im Emmental,BE,BE_H3,3,5.293304824724492,198.0,0.0,38.2,36.0,9.8,10.5,5.6,16.1,74.2,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
903,Lauperswil,BE,BE_H3,3,4.859812404361672,128.0,0.0,34.7,38.7,9.6,11.0,6.1,17.1,73.4,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
904,Röthenbach im Emmental,BE,BE_H3,3,3.5145260669691587,32.6,0.0,31.2,38.8,12.5,8.4,9.2,17.6,70.0,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
