bfs_nr,commune_ofs,canton,join_key,premium_region,log_pop_density,pop_density_2024,is_urban,pct_hh_1p,pct_hh_2p,pct_hh_3p,pct_hh_4p,pct_hh_5p_plus,pct_large_hh,pct_small_hh,social_assistance_rate,social_assistance_count,avg_premium_2025,avg_premium_2026,median_premium_2026,std_premium_2026,p10_premium_2026,p90_premium_2026,iqr_premium_2026,n_insurers_2026,premium_increase_pct,n_insurers_change,sa_estimated,sa_count_est
905,Rüderswil,BE,BE_H3,3,4.940927881671436,138.9,0.0,33.6,39.0,10.3,10.8,6.4,17.200000000000003,72.6,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
906,Schangnau,BE,BE_H3,3,3.269568939183719,25.3,0.0,30.1,35.9,9.0,14.4,10.6,25.0,66.0,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
907,Signau,BE,BE_H3,3,4.811371016571989,121.9,0.0,36.2,37.8,10.1,11.1,4.8,15.899999999999999,74.0,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
908,Trub,BE,BE_H3,3,3.0726933146901194,20.6,0.0,29.1,36.1,11.4,13.0,10.4,23.4,65.2,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
909,Trubschachen,BE,BE_H3,3,4.579852378003801,96.5,0.0,32.1,37.3,11.0,12.2,7.4,19.6,69.4,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
921,Amsoldingen,BE,BE_H2,2,5.182345190295616,177.1,0.0,29.4,42.8,10.4,13.1,4.3,17.4,72.19999999999999,1.1,9.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
922,Blumenstein,BE,BE_H2,2,4.446174454497633,84.3,0.0,30.2,39.3,10.9,13.5,6.0,19.5,69.5,3.0,39.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
923,Buchholterberg,BE,BE_H2,2,4.626931677769604,101.2,0.0,30.4,40.3,11.3,9.8,8.2,18.0,70.69999999999999,0.7,11.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
924,Eriz,BE,BE_H2,2,3.1354942159291497,22.0,0.0,32.4,40.7,9.3,12.0,5.6,17.6,73.1,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
925,Fahrni,BE,BE_H2,2,4.794136285500715,119.8,0.0,29.6,39.0,10.6,16.1,4.7,20.8,68.6,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
927,Heiligenschwendi,BE,BE_H2,2,4.874433672915854,129.9,0.0,43.1,35.9,6.9,9.2,4.9,14.1,79.0,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
928,Heimberg,BE,BE_H2,2,7.171887210973657,1301.3,1.0,33.2,38.0,11.7,11.8,5.4,17.200000000000003,71.2,3.0,213.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
929,Hilterfingen,BE,BE_H2,2,7.2850266527195195,1457.3,1.0,41.9,33.3,10.0,11.6,3.2,14.8,75.19999999999999,1.6,67.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
931,Homberg,BE,BE_H2,2,4.354141431184346,76.8,0.0,30.2,31.7,10.9,19.3,7.9,27.200000000000003,61.9,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
932,Horrenbach-Buchen,BE,BE_H2,2,2.4849066497880004,11.0,0.0,29.2,37.1,12.4,11.2,10.1,21.299999999999997,66.3,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
934,Oberhofen am Thunersee,BE,BE_H2,2,6.837332814685591,931.0,0.0,41.0,37.5,10.2,9.4,1.9,11.3,78.5,1.4,34.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
935,Oberlangenegg,BE,BE_H2,2,3.9627161197436642,51.6,0.0,32.5,32.0,13.2,15.2,7.1,22.299999999999997,64.5,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
936,Pohlern,BE,BE_H2,2,3.258096538021482,25.0,0.0,36.9,33.3,6.3,17.1,6.3,23.400000000000002,70.19999999999999,1.5,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
938,Sigriswil,BE,BE_H2,2,4.487512142519859,87.9,0.0,42.6,40.7,7.0,6.6,3.1,9.7,83.30000000000001,1.4,70.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
939,Steffisburg,BE,BE_H2,2,7.021619535131184,1119.6,1.0,38.9,36.2,10.6,10.5,3.8,14.3,75.1,2.5,407.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
940,Teuffenthal (BE),BE,BE_H2,2,3.5553480614894135,34.0,0.0,38.2,40.8,9.2,6.6,5.3,11.899999999999999,79.0,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
941,Thierachern,BE,BE_H2,2,5.82363743646448,337.2,0.0,28.2,40.4,10.7,14.5,6.2,20.7,68.6,1.4,35.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
942,Thun,BE,BE_H2,2,7.623984018985404,2045.7,1.0,40.6,36.0,10.3,9.5,3.6,13.1,76.6,3.0,1334.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
943,Uebeschi,BE,BE_H2,2,5.081404364984463,160.0,0.0,30.5,33.2,13.7,13.4,9.2,22.6,63.7,1.0,7.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
944,Uetendorf,BE,BE_H2,2,6.392921633818608,596.6,0.0,33.7,38.9,10.2,12.2,4.9,17.1,72.6,2.7,162.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
945,Unterlangenegg,BE,BE_H2,2,5.066385309200747,157.6,0.0,31.2,36.6,11.1,14.8,6.3,21.1,67.8,0.6,7.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,1,1
946,Wachseldorn,BE,BE_H2,2,4.231203744939298,67.8,0.0,30.4,38.2,14.7,7.8,8.8,16.6,68.6,0.0,0.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
948,Forst-Längenbühl,BE,BE_H2,2,5.159629846774143,173.1,0.0,33.5,37.2,10.9,13.2,5.2,18.4,70.7,1.0,8.0,573.1,590.6,587.2,32.6,549.4,629.6,45.3,26.0,3.05,-2.0,0,0
951,Affoltern im Emmental,BE,BE_H3,3,4.665324108807838,105.2,0.0,34.6,40.0,9.1,11.8,4.5,16.3,74.6,2.4,29.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
952,Dürrenroth,BE,BE_H3,3,4.3463994570307305,76.2,0.0,33.9,36.9,7.9,12.2,9.0,21.2,70.8,1.1,12.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
953,Eriswil,BE,BE_H3,3,4.778282803696737,117.9,0.0,37.5,36.9,7.5,11.6,6.4,18.0,74.4,2.1,28.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
954,Huttwil,BE,BE_H3,3,5.700109069289892,297.9,0.0,41.1,33.3,9.6,9.9,6.1,16.0,74.4,4.0,204.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
955,Lützelflüh,BE,BE_H3,3,5.098035484377089,162.7,0.0,34.0,38.3,10.6,11.5,5.7,17.2,72.3,2.5,110.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
956,Rüegsau,BE,BE_H3,3,5.392718041969521,218.8,0.0,35.0,37.4,11.3,10.6,5.8,16.4,72.4,1.3,43.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
957,Sumiswald,BE,BE_H3,3,4.486386649998124,87.8,0.0,36.5,36.7,10.4,10.3,6.2,16.5,73.2,3.0,153.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
958,Trachselwald,BE,BE_H3,3,4.067315889834181,57.4,0.0,33.8,39.3,9.1,9.4,8.4,17.8,73.1,1.6,14.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
959,Walterswil (BE),BE,BE_H3,3,4.269697449699962,70.5,0.0,28.3,35.0,12.6,16.6,7.6,24.200000000000003,63.3,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
960,Wyssachen,BE,BE_H3,3,4.576770711466393,96.2,0.0,31.9,40.1,8.6,11.7,7.8,19.5,72.0,1.6,18.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
971,Attiswil,BE,BE_H3,3,5.313698468586339,202.1,0.0,35.5,38.6,11.2,10.8,3.8,14.600000000000001,74.1,1.7,27.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
972,Berken,BE,BE_H3,3,3.5496173867804286,33.8,0.0,35.0,35.0,5.0,15.0,10.0,25.0,70.0,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
973,Bettenhausen,BE,BE_H3,3,5.173887288169859,175.6,0.0,35.3,40.2,9.8,10.7,4.0,14.7,75.5,1.3,9.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
975,Farnern,BE,BE_H3,3,4.133565275375382,61.4,0.0,33.0,37.9,10.7,15.5,2.9,18.4,70.9,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
976,Graben,BE,BE_H3,3,4.678420647727684,106.6,0.0,36.4,35.1,11.3,9.3,7.9,17.200000000000003,71.5,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
977,Heimenhausen,BE,BE_H3,3,5.345677937907874,208.7,0.0,32.7,37.9,10.0,14.2,5.2,19.4,70.6,1.1,13.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
979,Herzogenbuchsee,BE,BE_H3,3,6.639875833826536,764.0,0.0,39.3,33.5,10.1,10.8,6.3,17.1,72.8,5.0,371.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
980,Inkwil,BE,BE_H3,3,5.303304908059076,200.0,0.0,34.0,42.4,10.6,9.7,3.4,13.1,76.4,1.3,9.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
981,Niederbipp,BE,BE_H3,3,5.642261618007951,281.1,0.0,32.4,34.3,13.4,13.0,6.9,19.9,66.69999999999999,3.4,183.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
982,Niederönz,BE,BE_H3,3,6.472655365744282,646.2,0.0,34.5,36.5,12.4,12.3,4.4,16.700000000000003,71.0,3.9,70.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
983,Oberbipp,BE,BE_H3,3,5.448460024977757,231.4,0.0,31.9,37.8,13.1,11.0,6.2,17.2,69.69999999999999,2.1,39.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
985,Ochlenberg,BE,BE_H3,3,3.8110970868381857,44.2,0.0,32.6,38.6,11.2,9.0,8.6,17.6,71.2,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
987,Rumisberg,BE,BE_H3,3,4.5736795188967205,95.9,0.0,34.6,38.5,11.7,10.8,4.3,15.100000000000001,73.1,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
988,Seeberg,BE,BE_H3,3,4.566429357671661,95.2,0.0,33.7,38.9,11.6,10.3,5.5,15.8,72.6,1.7,27.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
989,Thörigen,BE,BE_H3,3,5.572914199451162,262.2,0.0,35.1,36.6,10.6,14.4,3.3,17.7,71.7,1.4,17.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,0,0
990,Walliswil bei Niederbipp,BE,BE_H3,3,5.0238805208462765,151.0,0.0,39.1,38.2,10.0,9.1,3.6,12.7,77.30000000000001,1.5,0.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
991,Walliswil bei Wangen,BE,BE_H3,3,5.332235584751498,205.9,0.0,33.8,41.2,8.8,12.2,4.1,16.299999999999997,75.0,3.1,19.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
992,Wangen an der Aare,BE,BE_H3,3,5.8866594327418555,359.2,0.0,36.6,37.7,10.8,9.9,5.1,15.0,74.30000000000001,2.5,74.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
995,Wiedlisbach,BE,BE_H3,3,5.871836059652451,353.9,0.0,39.3,32.5,12.1,12.1,3.9,16.0,71.8,3.6,94.0,536.5,554.2,554.3,32.5,520.5,589.1,48.8,26.0,3.3,-2.0,1,1
1001,Doppleschwand,LU,LU_H3,3,4.784152841516532,118.6,0.0,29.4,33.0,10.7,17.1,9.8,26.900000000000002,62.4,0.0,0.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1002,Entlebuch,LU,LU_H3,3,4.11251186617755,60.1,0.0,34.5,34.6,10.1,13.4,7.4,20.8,69.1,0.8,28.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1004,Flühli,LU,LU_H3,3,2.9014215940827497,17.2,0.0,35.4,33.5,12.2,10.5,8.4,18.9,68.9,0.8,15.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1005,Hasle (LU),LU,LU_H3,3,3.8437441646748516,45.7,0.0,30.1,34.6,11.4,14.0,9.9,23.9,64.7,0.8,14.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1007,Romoos,LU,LU_H3,3,2.928523523860541,17.7,0.0,28.0,37.5,10.0,11.1,13.4,24.5,65.5,1.5,0.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1008,Schüpfheim,LU,LU_H3,3,4.722953221644475,111.5,0.0,30.0,34.8,10.9,15.0,9.2,24.2,64.8,1.9,82.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1009,Werthenstein,LU,LU_H2,2,4.9344739331306915,138.0,0.0,30.5,33.9,11.3,16.1,8.3,24.400000000000002,64.4,0.5,11.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1010,Escholzmatt-Marbach,LU,LU_H3,3,3.7796338173824005,42.8,0.0,35.5,32.7,11.2,13.1,7.5,20.6,68.2,1.7,78.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1021,Aesch (LU),LU,LU_H3,3,5.756374924775372,315.2,0.0,31.9,39.8,8.6,14.1,5.6,19.7,71.69999999999999,1.0,14.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1023,Ballwil,LU,LU_H3,3,5.783209608287523,323.8,0.0,29.3,37.1,11.3,14.9,7.3,22.2,66.4,0.4,10.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1024,Emmen,LU,LU_H1,1,7.3791953760138345,1601.3,1.0,37.8,32.4,12.0,11.9,6.0,17.9,70.19999999999999,3.1,989.0,533.1,549.1,550.3,33.9,508.2,594.0,46.5,25.0,3.0,-2.0,1,1
1025,Ermensee,LU,LU_H3,3,5.217649463480582,183.5,0.0,26.4,37.9,13.9,12.2,9.6,21.799999999999997,64.3,0.6,7.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1026,Eschenbach (LU),LU,LU_H3,3,5.6598305871270185,286.1,0.0,29.8,36.0,12.2,15.7,6.4,22.1,65.8,0.5,18.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1030,Hitzkirch,LU,LU_H3,3,5.40042258948519,220.5,0.0,25.6,36.5,14.4,15.1,8.3,23.4,62.1,1.9,112.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1031,Hochdorf,LU,LU_H3,3,6.9531109807029345,1045.4,1.0,31.9,34.4,11.4,15.8,6.6,22.4,66.3,2.4,241.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1032,Hohenrain,LU,LU_H3,3,4.672828834461906,106.0,0.0,24.7,37.0,13.3,13.9,11.1,25.0,61.7,0.5,13.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1033,Inwil,LU,LU_H3,3,5.650030018656954,283.3,0.0,30.4,34.9,12.1,14.2,8.4,22.6,65.3,0.6,18.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1037,Rain,LU,LU_H3,3,5.865901324132636,351.8,0.0,22.1,37.8,14.1,18.0,8.1,26.1,59.9,0.3,8.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1039,Römerswil,LU,LU_H3,3,4.688591794127164,107.7,0.0,27.7,36.2,11.1,14.0,11.0,25.0,63.900000000000006,0.4,8.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1040,Rothenburg,LU,LU_H2,2,6.23166185298802,507.6,0.0,27.0,37.7,12.3,17.0,6.1,23.1,64.7,0.7,55.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1041,Schongau,LU,LU_H3,3,4.465908118654584,86.0,0.0,31.0,35.6,11.3,14.6,7.5,22.1,66.6,0.8,8.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1051,Adligenswil,LU,LU_H2,2,6.690345259515688,803.6,0.0,27.0,37.9,13.1,16.2,5.8,22.0,64.9,1.1,64.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1052,Buchrain,LU,LU_H2,2,7.257778146840492,1418.1,1.0,26.0,35.9,15.0,16.7,6.4,23.1,61.9,2.5,169.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1053,Dierikon,LU,LU_H2,2,6.408693522136389,606.1,0.0,27.6,32.5,14.7,18.1,7.1,25.200000000000003,60.1,1.7,29.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,0,0
1054,Ebikon,LU,LU_H1,1,7.332172980006988,1527.7,1.0,34.1,33.6,12.7,13.6,6.0,19.6,67.7,2.9,426.0,533.1,549.1,550.3,33.9,508.2,594.0,46.5,25.0,3.0,-2.0,1,1
1055,Gisikon,LU,LU_H3,3,7.246938124296321,1402.8,1.0,28.8,33.3,15.2,17.1,5.7,22.8,62.099999999999994,1.4,21.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1056,Greppen,LU,LU_H3,3,5.908626268798978,367.2,0.0,27.9,36.3,15.0,13.9,6.8,20.7,64.19999999999999,1.5,0.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1058,Horw,LU,LU_H1,1,7.11550088811625,1229.9,1.0,37.7,33.9,12.2,12.2,3.9,16.099999999999998,71.6,2.1,331.0,533.1,549.1,550.3,33.9,508.2,594.0,46.5,25.0,3.0,-2.0,1,1
1059,Kriens,LU,LU_H1,1,7.003247260441357,1099.2,1.0,38.0,34.2,11.8,11.4,4.6,16.0,72.2,2.6,768.0,533.1,549.1,550.3,33.9,508.2,594.0,46.5,25.0,3.0,-2.0,1,1
1061,Luzern,LU,LU_H1,1,7.994058791182649,2962.3,1.0,45.7,31.7,10.5,8.9,3.2,12.100000000000001,77.4,3.9,3295.0,533.1,549.1,550.3,33.9,508.2,594.0,46.5,25.0,3.0,-2.0,1,1
1062,Malters,LU,LU_H2,2,5.621849091893515,275.4,0.0,32.5,33.6,12.2,15.2,6.5,21.7,66.1,1.6,123.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1063,Meggen,LU,LU_H2,2,6.978400118551469,1072.2,1.0,32.5,38.8,12.7,11.9,4.1,16.0,71.3,0.6,49.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1064,Meierskappel,LU,LU_H2,2,5.463407986413629,234.9,0.0,25.0,34.0,13.8,18.4,8.8,27.2,59.0,0.6,9.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1065,Honau,LU,LU_H2,2,6.368358698228111,582.1,0.0,32.4,37.45,12.95,11.95,5.35,17.299999999999997,69.85,1.6,91.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1066,Schwarzenberg,LU,LU_H3,3,3.8543938925915096,46.2,0.0,27.0,36.6,13.1,15.6,7.7,23.3,63.6,0.4,7.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1067,Udligenswil,LU,LU_H2,2,5.988710758911361,397.9,0.0,26.1,36.9,15.3,15.8,5.9,21.700000000000003,63.0,0.2,6.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,0,0
1068,Vitznau,LU,LU_H3,3,5.1149953094204985,165.5,0.0,40.9,35.5,11.0,8.8,3.9,12.700000000000001,76.4,0.6,8.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1069,Weggis,LU,LU_H3,3,5.991964422149633,399.2,0.0,37.0,39.7,11.1,8.5,3.6,12.1,76.7,0.9,43.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1081,Beromünster,LU,LU_H3,3,5.094363509626968,162.1,0.0,30.1,33.3,12.4,15.6,8.7,24.299999999999997,63.4,1.1,73.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1082,Büron,LU,LU_H3,3,6.247075288559693,515.5,0.0,28.6,33.8,14.2,15.1,8.3,23.4,62.4,1.4,38.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1083,Buttisholz,LU,LU_H3,3,5.345200952446887,208.6,0.0,26.8,32.5,14.7,16.5,9.5,26.0,59.3,0.6,22.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1084,Eich,LU,LU_H2,2,5.689007189074046,294.6,0.0,27.6,42.2,13.9,12.3,4.0,16.3,69.80000000000001,1.5,0.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,0,0
1085,Geuensee,LU,LU_H3,3,6.121615231573027,454.6,0.0,25.7,33.3,14.7,18.6,7.6,26.200000000000003,59.0,1.6,46.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1086,Grosswangen,LU,LU_H3,3,5.192401140956488,178.9,0.0,28.1,34.1,12.3,16.4,9.0,25.4,62.2,1.7,59.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1088,Hildisrieden,LU,LU_H3,3,5.876053695596654,355.4,0.0,27.7,40.0,11.5,14.0,6.8,20.8,67.7,0.6,15.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1089,Knutwil,LU,LU_H3,3,5.5579856925446185,258.3,0.0,28.9,34.4,13.5,16.3,6.8,23.1,63.3,1.2,29.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1091,Mauensee,LU,LU_H3,3,5.347583607850955,209.1,0.0,27.8,38.5,11.8,15.5,6.5,22.0,66.3,1.0,15.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1093,Neuenkirch,LU,LU_H2,2,5.651435994283992,283.7,0.0,27.5,35.2,13.2,15.8,8.4,24.200000000000003,62.7,0.7,52.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1094,Nottwil,LU,LU_H2,2,5.9909644220663,398.8,0.0,29.5,32.8,12.4,17.9,7.4,25.299999999999997,62.3,0.6,26.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1095,Oberkirch,LU,LU_H2,2,6.331679770008029,561.1,0.0,27.7,34.7,14.0,17.3,6.2,23.5,62.400000000000006,0.8,39.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1097,Rickenbach (LU),LU,LU_H3,3,5.7954496631820245,327.8,0.0,28.2,35.2,13.7,16.0,6.9,22.9,63.400000000000006,1.9,70.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1098,Ruswil,LU,LU_H2,2,5.122176668829163,166.7,0.0,28.9,36.0,12.3,14.1,8.7,22.799999999999997,64.9,1.9,140.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1099,Schenkon,LU,LU_H2,2,6.13880638500591,462.5,0.0,26.1,38.8,13.2,16.2,5.7,21.9,64.9,0.2,7.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1100,Schlierbach,LU,LU_H3,3,4.953006181259619,140.6,0.0,23.2,34.5,11.9,22.9,7.5,30.4,57.7,0.0,0.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,0,0
1102,Sempach,LU,LU_H2,2,6.199697485686437,491.6,0.0,27.8,35.3,14.0,16.9,6.1,23.0,63.099999999999994,0.2,10.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1103,Sursee,LU,LU_H2,2,7.545812493224123,1891.8,1.0,36.6,35.1,11.9,11.2,5.3,16.5,71.7,2.1,229.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
1104,Triengen,LU,LU_H3,3,5.411199523604709,222.9,0.0,29.6,32.1,12.9,14.9,10.5,25.4,61.7,1.6,77.0,482.0,497.4,496.0,31.3,459.5,536.2,37.6,25.0,3.2,-2.0,1,1
1107,Wolhusen,LU,LU_H2,2,5.808742910292688,332.2,0.0,33.0,33.3,12.3,13.4,7.9,21.3,66.3,2.8,130.0,497.1,513.2,512.6,30.2,478.6,551.6,38.8,25.0,3.24,-2.0,1,1
